   0.0000000e+00   2.0000000e+01
   5.0000000e+00   2.0000000e+01
   1.0000000e+01   2.0000000e+01
   1.5000000e+01   2.0000000e+01
   2.0000000e+01   2.0000000e+01
   2.5000000e+01   2.0000000e+01
   3.0000000e+01   2.0000000e+01
   3.5000000e+01   2.0000000e+01
   4.0000000e+01   2.0000000e+01
   4.5000000e+01   2.0000000e+01
   5.0000000e+01   2.0000000e+01
   5.5000000e+01   2.0000000e+01
   0.0000000e+00   1.5000000e+01
   5.0000000e+00   1.5000000e+01
   1.0000000e+01   1.5000000e+01
   1.5000000e+01   1.5000000e+01
   2.0000000e+01   1.5000000e+01
   2.5000000e+01   1.5000000e+01
   3.0000000e+01   1.5000000e+01
   3.5000000e+01   1.5000000e+01
   4.0000000e+01   1.5000000e+01
   4.5000000e+01   1.5000000e+01
   5.0000000e+01   1.5000000e+01
   5.5000000e+01   1.5000000e+01
   0.0000000e+00   1.0000000e+01
   5.0000000e+00   1.0000000e+01
   1.0000000e+01   1.0000000e+01
   1.5000000e+01   1.0000000e+01
   2.0000000e+01   1.0000000e+01
   2.5000000e+01   1.0000000e+01
   3.0000000e+01   1.0000000e+01
   3.5000000e+01   1.0000000e+01
   4.0000000e+01   1.0000000e+01
   4.5000000e+01   1.0000000e+01
   5.0000000e+01   1.0000000e+01
   5.5000000e+01   1.0000000e+01
   0.0000000e+00   5.0000000e+00
   5.0000000e+00   5.0000000e+00
   1.0000000e+01   5.0000000e+00
   1.5000000e+01   5.0000000e+00
   2.0000000e+01   5.0000000e+00
   2.5000000e+01   5.0000000e+00
   3.0000000e+01   5.0000000e+00
   3.5000000e+01   5.0000000e+00
   4.0000000e+01   5.0000000e+00
   4.5000000e+01   5.0000000e+00
   5.0000000e+01   5.0000000e+00
   5.5000000e+01   5.0000000e+00
   0.0000000e+00   0.0000000e+00
   5.0000000e+00   0.0000000e+00
   1.0000000e+01   0.0000000e+00
   1.5000000e+01   0.0000000e+00
   2.0000000e+01   0.0000000e+00
   2.5000000e+01   0.0000000e+00
   3.0000000e+01   0.0000000e+00
   3.5000000e+01   0.0000000e+00
   4.0000000e+01   0.0000000e+00
   4.5000000e+01   0.0000000e+00
   5.0000000e+01   0.0000000e+00
   5.5000000e+01   0.0000000e+00
   2.6666667e+01   2.0000000e+01
   2.8333333e+01   2.0000000e+01
   2.5000000e+01   1.8333333e+01
   2.6666667e+01   1.8333333e+01
   2.8333333e+01   1.8333333e+01
   3.0000000e+01   1.8333333e+01
   1.8333333e+01   1.6666667e+01
   2.0000000e+01   1.6666667e+01
   2.5000000e+01   1.6666667e+01
   2.6666667e+01   1.6666667e+01
   2.8333333e+01   1.6666667e+01
   3.0000000e+01   1.6666667e+01
   3.5000000e+01   1.6666667e+01
   3.6666667e+01   1.6666667e+01
   1.8333333e+01   1.5000000e+01
   2.1666667e+01   1.5000000e+01
   2.3333333e+01   1.5000000e+01
   2.6666667e+01   1.5000000e+01
   2.8333333e+01   1.5000000e+01
   3.1666667e+01   1.5000000e+01
   3.3333333e+01   1.5000000e+01
   3.6666667e+01   1.5000000e+01
   1.6666667e+01   1.3333333e+01
   1.8333333e+01   1.3333333e+01
   2.0000000e+01   1.3333333e+01
   2.1666667e+01   1.3333333e+01
   2.3333333e+01   1.3333333e+01
   2.5000000e+01   1.3333333e+01
   2.6666667e+01   1.3333333e+01
   2.8333333e+01   1.3333333e+01
   3.0000000e+01   1.3333333e+01
   3.1666667e+01   1.3333333e+01
   3.3333333e+01   1.3333333e+01
   3.5000000e+01   1.3333333e+01
   3.6666667e+01   1.3333333e+01
   3.8333333e+01   1.3333333e+01
   1.6666667e+01   1.1666667e+01
   1.8333333e+01   1.1666667e+01
   2.0000000e+01   1.1666667e+01
   2.1666667e+01   1.1666667e+01
   2.3333333e+01   1.1666667e+01
   2.6666667e+01   1.1666667e+01
   2.8333333e+01   1.1666667e+01
   3.1666667e+01   1.1666667e+01
   3.3333333e+01   1.1666667e+01
   3.5000000e+01   1.1666667e+01
   3.6666667e+01   1.1666667e+01
   3.8333333e+01   1.1666667e+01
   1.8333333e+01   1.0000000e+01
   2.1666667e+01   1.0000000e+01
   3.3333333e+01   1.0000000e+01
   3.6666667e+01   1.0000000e+01
   1.8333333e+01   8.3333333e+00
   2.0000000e+01   8.3333333e+00
   2.1666667e+01   8.3333333e+00
   3.3333333e+01   8.3333333e+00
   3.5000000e+01   8.3333333e+00
   3.6666667e+01   8.3333333e+00
   2.0001000e+01   1.5000000e+01
   2.0001000e+01   1.3333333e+01
   2.0001000e+01   1.1666667e+01
   3.4999000e+01   1.5000000e+01
   3.4999000e+01   1.3333333e+01
   1.9444444e+01   1.0555556e+01
   2.0000000e+01   1.0555556e+01
   2.0555556e+01   1.0555556e+01
   1.9444444e+01   1.0000000e+01
   2.0555556e+01   1.0000000e+01
   1.9444444e+01   9.4444444e+00
   2.0000000e+01   9.4444444e+00
   2.0555556e+01   9.4444444e+00
   3.4444444e+01   1.2222222e+01
   3.5000000e+01   1.2222222e+01
   3.5555556e+01   1.2222222e+01
   3.4444444e+01   1.1666667e+01
   3.5555556e+01   1.1666667e+01
   3.4444444e+01   1.1111111e+01
   3.5000000e+01   1.1111111e+01
   3.5555556e+01   1.1111111e+01
   1.9814815e+01   1.0185185e+01
   2.0000000e+01   1.0185185e+01
   2.0185185e+01   1.0185185e+01
   1.9814815e+01   1.0000000e+01
   2.0185185e+01   1.0000000e+01
   1.9814815e+01   9.8148148e+00
   2.0000000e+01   9.8148148e+00
   2.0185185e+01   9.8148148e+00
   3.4814815e+01   1.1851852e+01
   3.5000000e+01   1.1851852e+01
   3.5185185e+01   1.1851852e+01
   3.4814815e+01   1.1666667e+01
   3.5185185e+01   1.1666667e+01
   3.4814815e+01   1.1481481e+01
   3.5000000e+01   1.1481481e+01
   3.5185185e+01   1.1481481e+01
   2.0001000e+01   1.0555556e+01
   2.0001000e+01   1.0185185e+01
   3.4999000e+01   1.2222222e+01
   3.4999000e+01   1.1851852e+01
   2.5000000e+00   1.5000000e+01
   5.0000000e+00   1.7500000e+01
   2.5000000e+00   2.0000000e+01
   0.0000000e+00   1.7500000e+01
   7.5000000e+00   1.5000000e+01
   1.0000000e+01   1.7500000e+01
   7.5000000e+00   2.0000000e+01
   1.2500000e+01   1.5000000e+01
   1.5000000e+01   1.7500000e+01
   1.2500000e+01   2.0000000e+01
   4.2500000e+01   1.5000000e+01
   4.5000000e+01   1.7500000e+01
   4.2500000e+01   2.0000000e+01
   4.0000000e+01   1.7500000e+01
   4.7500000e+01   1.5000000e+01
   5.0000000e+01   1.7500000e+01
   4.7500000e+01   2.0000000e+01
   5.2500000e+01   1.5000000e+01
   5.5000000e+01   1.7500000e+01
   5.2500000e+01   2.0000000e+01
   2.5000000e+00   1.0000000e+01
   5.0000000e+00   1.2500000e+01
   0.0000000e+00   1.2500000e+01
   7.5000000e+00   1.0000000e+01
   1.0000000e+01   1.2500000e+01
   1.2500000e+01   1.0000000e+01
   1.5000000e+01   1.2500000e+01
   4.2500000e+01   1.0000000e+01
   4.5000000e+01   1.2500000e+01
   4.0000000e+01   1.2500000e+01
   4.7500000e+01   1.0000000e+01
   5.0000000e+01   1.2500000e+01
   5.2500000e+01   1.0000000e+01
