   1.0000000e+00   1.3000000e+01   1.6300000e+02
   1.3000000e+01   2.5000000e+01   1.8200000e+02
   2.5000000e+01   3.7000000e+01   1.9600000e+02
   3.7000000e+01   4.9000000e+01   2.1400000e+02
   4.9000000e+01   5.0000000e+01   2.1200000e+02
   5.0000000e+01   5.1000000e+01   2.1500000e+02
   5.1000000e+01   5.2000000e+01   2.1700000e+02
   5.2000000e+01   5.3000000e+01   2.1900000e+02
   5.3000000e+01   5.4000000e+01   2.2200000e+02
   5.4000000e+01   5.5000000e+01   2.2500000e+02
   5.5000000e+01   5.6000000e+01   2.2700000e+02
   5.6000000e+01   5.7000000e+01   2.3000000e+02
   5.7000000e+01   5.8000000e+01   2.3300000e+02
   5.8000000e+01   5.9000000e+01   2.3500000e+02
   5.9000000e+01   6.0000000e+01   2.3700000e+02
   6.0000000e+01   4.8000000e+01   2.3800000e+02
   4.8000000e+01   3.6000000e+01   2.1100000e+02
   3.6000000e+01   2.4000000e+01   1.9300000e+02
   2.4000000e+01   1.2000000e+01   1.7800000e+02
   8.0000000e+00   7.3000000e+01   2.7400000e+02
   7.3000000e+01   2.0000000e+01   2.7700000e+02
   2.0000000e+01   9.4000000e+01   3.4000000e+02
   9.4000000e+01   1.3300000e+02   3.9000000e+02
   1.3300000e+02   1.4900000e+02   4.2400000e+02
   1.4900000e+02   1.0600000e+02   4.4200000e+02
   1.0600000e+02   1.5900000e+02   4.4000000e+02
   1.5900000e+02   1.5800000e+02   4.2100000e+02
   1.5800000e+02   1.2300000e+02   3.8700000e+02
   1.2300000e+02   1.2200000e+02   3.3000000e+02
   1.2200000e+02   8.1000000e+01   3.3100000e+02
   8.1000000e+01   8.0000000e+01   3.2800000e+02
   8.0000000e+01   1.9000000e+01   3.2500000e+02
   1.9000000e+01   7.2000000e+01   2.7000000e+02
   7.2000000e+01   6.6000000e+01   2.6300000e+02
   6.6000000e+01   7.0000000e+00   2.5500000e+02
   7.0000000e+00   6.2000000e+01   2.5600000e+02
   6.2000000e+01   6.1000000e+01   2.5300000e+02
   6.1000000e+01   6.0000000e+00   2.4900000e+02
   6.0000000e+00   6.3000000e+01   2.5000000e+02
   6.3000000e+01   6.9000000e+01   2.5900000e+02
   6.9000000e+01   1.8000000e+01   2.6600000e+02
   1.8000000e+01   7.7000000e+01   3.0100000e+02
   7.7000000e+01   7.6000000e+01   2.9800000e+02
   7.6000000e+01   1.1900000e+02   2.9400000e+02
   1.1900000e+02   1.2000000e+02   2.9500000e+02
   1.2000000e+02   1.2100000e+02   3.0400000e+02
   1.2100000e+02   1.5600000e+02   3.7300000e+02
   1.5600000e+02   1.5700000e+02   4.0700000e+02
   1.5700000e+02   2.9000000e+01   4.3700000e+02
   2.9000000e+01   1.4100000e+02   4.3500000e+02
   1.4100000e+02   1.2500000e+02   4.0400000e+02
   1.2500000e+02   9.9000000e+01   3.7000000e+02
   9.9000000e+01   8.5000000e+01   2.8900000e+02
   8.5000000e+01   1.7000000e+01   2.8300000e+02
   1.7000000e+01   6.8000000e+01   2.4600000e+02
   6.8000000e+01   5.0000000e+00   2.4300000e+02
